,,,Company Info,,,,,,,,,,,,Address,,,,Login Info,,BILLING,,,,,,,,ADMIN,,,,,,,,TECHNICAL,,,,,,,
363,50,"Alok IT, Chapai nawabganj",,Private,ISP,btcl@aalokit.net,1411111473,"0173015279, 04478428240",Not_Found363,NID_Not_Found363,TIN_Not_Found363,TL_Not_Found363,,4,Bangladesh,Dhaka,1215,"Shah Ali Tower, 5th floor, 33 Kawran Bazar, Dhaka-1215",alokit,alokit,"Md. Anisur Rahman, Accountant",,accounts@aalokit.net,1777757811,0,Dhaka,1207,"5/11, Block# A, Lalmatia, Dhaka-1207","S. M. Niamul Haque, MD, Aalok IT Ltd.",,btcl@aalokit.net,"0173015279, 04478428240",0,Dhaka,1215,"Shah Ali Tower, 5th floor, 33 Kawran Bazar, Dhaka-1215","Safir Jamil, System Administrator",,support@aalokit.net,"01847160155, 01777757801",0,Dhaka,1207,"5/11, Block# A, Lalmatia, Dhaka-1207"
364,873,"Alok IT, Gaibandha",,Private,ISP,btcl@aalokit.net,1411111474,"0173015279, 04478428240",Not_Found364,NID_Not_Found364,TIN_Not_Found364,TL_Not_Found364,,4,Bangladesh,Dhaka,1215,"Shah Ali Tower, 5th floor, 33 Kawran Bazar, Dhaka-1215",,,"Md. Anisur Rahman, Accountant",,accounts@aalokit.net,1777757811,0,Dhaka,1207,"5/11, Block# A, Lalmatia, Dhaka-1207","S. M. Niamul Haque, MD, Aalok IT Ltd.",,btcl@aalokit.net,"0173015279, 04478428240",0,Dhaka,1215,"Shah Ali Tower, 5th floor, 33 Kawran Bazar, Dhaka-1215","Safir Jamil, System Administrator",,support@aalokit.net,"01847160155, 01777757801",0,Dhaka,1207,"5/11, Block# A, Lalmatia, Dhaka-1207"
365,110,"Computer Complex Network,Jhenidah",www.ccnetbd.com,Private,ISP,ccnetbd@gmail.com,1411111475,1963483919,Not_Found365,NID_Not_Found365,TIN_Not_Found365,TL_Not_Found365,,4,Bangladesh,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",ccn,ccn,Md.Khurshid Alam,,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",Md. Shahidul Islam (Salesman),,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",Md.Shahidul Islam,,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300"
366,92,"Computer Complex Network,Magura",www.ccnetbd.com,Private,ISP,ccnetbd@gmail.com,1411111476,1963483919,Not_Found366,NID_Not_Found366,TIN_Not_Found366,TL_Not_Found366,,4,Bangladesh,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",,,Md.Khurshid Alam,,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",Md. Shahidul Islam (Salesman),,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",Md.Khurshid Alam,,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300"
367,200,"Computer Complex Network,Chuadanga",www.ccnetbd.com,Private,ISP,ccnetbd@gmail.com,1411111477,1963483919,Not_Found367,NID_Not_Found367,TIN_Not_Found367,TL_Not_Found367,,4,Bangladesh,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",,,Md.Khurshid Alam,,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",Md. Shahidul Islam (Salesman),,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",Md.Khurshid Alam,,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300"
368,43,"Computer Complex Network,Pirojpur",www.ccnetbd.com,Private,ISP,ccnetbd@gmail.com,1411111478,1963483919,Not_Found368,NID_Not_Found368,TIN_Not_Found368,TL_Not_Found368,,4,Bangladesh,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",,,Md.Khurshid Alam,,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",Md. Shahidul Islam (Salesman),,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",Md.Khurshid Alam,,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300"
369,200,"Computer Complex Network,Barishal",www.ccnetbd.com,Private,ISP,ccnetbd@gmail.com,1411111479,1963483919,Not_Found369,NID_Not_Found369,TIN_Not_Found369,TL_Not_Found369,,4,Bangladesh,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",,,Md.Khurshid Alam,,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",Md. Shahidul Islam (Salesman),,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",Md.Khurshid Alam,,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300"
370,200,"Computer Complex Network,Bagerhat",www.ccnetbd.com,Private,ISP,ccnetbd@gmail.com,1411111480,1963483919,Not_Found370,NID_Not_Found370,TIN_Not_Found370,TL_Not_Found370,,4,Bangladesh,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",,,Md.Khurshid Alam,,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",Md. Shahidul Islam (Salesman),,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",Md.Khurshid Alam,,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300"
371,42,"Computer Complex Network,Norail",www.ccnetbd.com,Private,ISP,ccnetbd@gmail.com,1411111481,1963483919,Not_Found371,NID_Not_Found371,TIN_Not_Found371,TL_Not_Found371,,4,Bangladesh,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",,,Md.Khurshid Alam,,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",Md. Shahidul Islam (Salesman),,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",Md.Khurshid Alam,,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300"
372,44,"Computer Complex Network,Kushtia",www.ccnetbd.com,Private,ISP,ccnetbd@gmail.com,1411111482,1963483919,Not_Found372,NID_Not_Found372,TIN_Not_Found372,TL_Not_Found372,,4,Bangladesh,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",,,Md.Khurshid Alam,,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",Md. Shahidul Islam (Salesman),,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",Md.Shahidul Islam,,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300"
373,198,"Computer Complex Network,Rajbari",www.ccnetbd.com,Private,ISP,ccnetbd@gmail.com,1411111483,1963483919,Not_Found373,NID_Not_Found373,TIN_Not_Found373,TL_Not_Found373,,4,Bangladesh,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",,,Md.Khurshid Alam,,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",Md. Shahidul Islam (Salesman),,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",Md.Shahidul Islam,,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300"
374,92,"Computer Complex Network,Foridpur",www.ccnetbd.com,Private,ISP,ccnetbd@gmail.com,1411111484,1963483919,Not_Found374,NID_Not_Found374,TIN_Not_Found374,TL_Not_Found374,,4,Bangladesh,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",,,Md.Khurshid Alam,,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",Md. Shahidul Islam (Salesman),,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300",Md.Shahidul Islam,,ccnetbd@gmail.com,1963483919,0,Jhenaidah,7300,"H.S.S Road, Somobay Market, Jhenaidah-7300"
375,48,Connect BD,www.connectbd.com,Private,ISP,info@connectnd.com,1411111485,966999999,Not_Found375,NID_Not_Found375,TIN_Not_Found375,TL_Not_Found375,,4,Bangladesh,Dhaka,1213,"House no-41,Road No-1/A,Block -1,Banani,Dhaka",connectbd,connectbd,Bishwajit Debnat,,ded@connectbd.com,1713193208,,Dhaka,1213,"House no-41,Road No-1/A,Block -1,Banani,Dhaka",Khandokar AL Azad,,info@connectnd.com,9669999999,,Dhaka,1213,"House no-41,Road No-1/A,Block -1,Banani,Dhaka",Md.Shahadat Hossain,,shahedat@connectbd.com,1713193210,,Dhaka,1213,"House no-41,Road No-1/A,Block -1,Banani,Dhaka"
376,9,"Brac Net LTD,Shariatpur",bracnet.net,Private,ISP,doulat.hossain@bracmail.net,1411111486,58813700,Not_Found376,NID_Not_Found376,TIN_Not_Found376,TL_Not_Found376,,4,Bangladesh,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",bracnet,bracnet,Mahhudul Haque,,mahmudulhuq@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mir Doulat Hossain,,doulat.hossain@bracmail.net,58813700,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mohibul Hasibe Mahmud,,hasib.mahmud@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka"
377,11,"Brac Net LTD,Rajbari",bracnet.net,Private,ISP,doulat.hossain@bracmail.net,1411111487,58813700,Not_Found377,NID_Not_Found377,TIN_Not_Found377,TL_Not_Found377,,4,Bangladesh,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",,,Mahhudul Haque,,mahmudulhuq@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,58813700,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka"
378,1,"Brac Net LTD,Bhairab",bracnet.net,Private,ISP,doulat.hossain@bracmail.net,1411111488,58813700,Not_Found378,NID_Not_Found378,TIN_Not_Found378,TL_Not_Found378,,4,Bangladesh,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",,,Mahhudul Haque,,mahmudulhuq@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,58813700,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka"
379,12,"Brac Net LTD,Barishal",bracnet.net,Private,ISP,doulat.hossain@bracmail.net,1411111489,58813700,Not_Found379,NID_Not_Found379,TIN_Not_Found379,TL_Not_Found379,,4,Bangladesh,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",,,Mahhudul Haque,,mahmudulhuq@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,58813700,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka"
380,8,"Brac Net LTD,Rajshahi",bracnet.net,Private,ISP,doulat.hossain@bracmail.net,1411111490,58813700,Not_Found380,NID_Not_Found380,TIN_Not_Found380,TL_Not_Found380,,4,Bangladesh,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",,,Mahhudul Haque,,mahmudulhuq@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,58813700,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka"
381,21,"Brac Net LTD,Lalmonirhat",bracnet.net,Private,ISP,doulat.hossain@bracmail.net,1411111491,58813700,Not_Found381,NID_Not_Found381,TIN_Not_Found381,TL_Not_Found381,,4,Bangladesh,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",,,Mahhudul Haque,,mahmudulhuq@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,58813700,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka"
382,20,"Brac Net LTD,Bogra",bracnet.net,Private,ISP,doulat.hossain@bracmail.net,1411111492,58813700,Not_Found382,NID_Not_Found382,TIN_Not_Found382,TL_Not_Found382,,4,Bangladesh,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",,,Mahhudul Haque,,mahmudulhuq@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,58813700,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka"
383,139,"Brac Net LTD,Comilla",bracnet.net,Private,ISP,doulat.hossain@bracmail.net,1411111493,58813700,Not_Found383,NID_Not_Found383,TIN_Not_Found383,TL_Not_Found383,,4,Bangladesh,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",,,Mahhudul Haque,,mahmudulhuq@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,58813700,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka"
384,18,"Brac Net LTD,Mymensingh",bracnet.net,Private,ISP,doulat.hossain@bracmail.net,1411111494,58813700,Not_Found384,NID_Not_Found384,TIN_Not_Found384,TL_Not_Found384,,4,Bangladesh,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",,,Mahhudul Haque,,mahmudulhuq@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,58813700,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka"
385,22,"Brac Net LTD,Gopalganj",bracnet.net,Private,ISP,doulat.hossain@bracmail.net,1411111495,58813700,Not_Found385,NID_Not_Found385,TIN_Not_Found385,TL_Not_Found385,,4,Bangladesh,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",,,Mahhudul Haque,,mahmudulhuq@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,58813700,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka"
386,10,"Brac Net LTD,Sherpur",bracnet.net,Private,ISP,doulat.hossain@bracmail.net,1411111496,58813700,Not_Found386,NID_Not_Found386,TIN_Not_Found386,TL_Not_Found386,,4,Bangladesh,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",,,Mahhudul Haque,,mahmudulhuq@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,58813700,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka"
387,23,"Brac Net LTD,Khulna",bracnet.net,Private,ISP,doulat.hossain@bracmail.net,1411111497,58813700,Not_Found387,NID_Not_Found387,TIN_Not_Found387,TL_Not_Found387,,4,Bangladesh,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",,,Mahhudul Haque,,mahmudulhuq@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,58813700,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka"
388,117,"Brac Net LTD,Cox's Bazar",bracnet.net,Private,ISP,doulat.hossain@bracmail.net,1411111498,58813700,Not_Found388,NID_Not_Found388,TIN_Not_Found388,TL_Not_Found388,,4,Bangladesh,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",,,Mahhudul Haque,,mahmudulhuq@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,58813700,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka"
389,836,"Brac Net LTD,Shariatpur",bracnet.net,Private,ISP,doulat.hossain@bracmail.net,1411111499,58813700,Not_Found389,NID_Not_Found389,TIN_Not_Found389,TL_Not_Found389,,4,Bangladesh,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",,,Mahhudul Haque,,mahmudulhuq@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,58813700,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka"
390,118,"Brac Net LTD,Sylhet",bracnet.net,Private,ISP,doulat.hossain@bracmail.net,1411111500,58813700,Not_Found390,NID_Not_Found390,TIN_Not_Found390,TL_Not_Found390,,4,Bangladesh,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",,,Mahhudul Haque,,mahmudulhuq@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,58813700,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka"
391,140,"Brac Net LTD,Chittagong",bracnet.net,Private,ISP,doulat.hossain@bracmail.net,1411111501,58813700,Not_Found391,NID_Not_Found391,TIN_Not_Found391,TL_Not_Found391,,4,Bangladesh,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",,,Mahhudul Haque,,mahmudulhuq@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,58813700,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka"
392,2,"Brac Net LTD,Pabna (iswardi)",bracnet.net,Private,ISP,doulat.hossain@bracmail.net,1411111502,58813700,Not_Found392,NID_Not_Found392,TIN_Not_Found392,TL_Not_Found392,,4,Bangladesh,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",,,Mahhudul Haque,,mahmudulhuq@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,58813700,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka",Mahhudul Haque,,doulat.hossain@bracmail.net,9893333,9884587,Dhaka,1213,"House no-26,Road No-28,Block -k,Banani,Dhaka"
393,157,"Multicomputer Land,Jessore",www.multigroupbd.com,Private,ISP,ataur_jess@yahoo.com,1411111503,42160107,Not_Found393,NID_Not_Found393,TIN_Not_Found393,TL_Not_Found393,,4,Bangladesh,Jessore,7400,"Rana Plaza,27/B,RN Road,Jessore",,,SM Ataur Rahman,,ataur_jess@yahoo.com,42160107,,Jessore,7400,"Rana Plaza,27/B,RN Road,Jessore",SM Ataur Rahman,,ataur_jess@yahoo.com,42160107,,Jessore,7400,"Rana Plaza,27/B,RN Road,Jessore",SM Hadiurzzaman,,smmun2503@gmail.com,1723034994,,Jessore,7400,"Rana Plaza,27/B,RN Road,Jessore"
394,194,"MA Network,Hobigong",,Private,ISP,sohelamdad@yahoo.com,1411111504,1711460809,Not_Found394,NID_Not_Found394,TIN_Not_Found394,TL_Not_Found394,,4,Bangladesh,Hobigong,3300,"2 No Bridge Ahmed Cattage,Hobigong",manetwork,manetwork,Md.Amdamadul Islam,,sohelamdad@yahoo.com,1711460809,,Hobigong,3300,"2 No Bridge Ahmed Cattage,Hobigong",Md.Aadamadul Islam,,sohelamdad@yahoo.com,1711460809,,Hobigong,3300,"2 No Bridge Ahmed Cattage,Hobigong",Md.Amdamadul Islam,,sohelamdad@yahoo.com,1711460809,,Hobigong,3300,"2 No Bridge Ahmed Cattage,Hobigong"
395,25,M/S Eftee Enterprise,,private,ISP,efte.etcl@gmail.com,1411111505,1711559833,Not_Found395,NID_Not_Found395,TIN_Not_Found395,TL_Not_Found395,19 May 1978,4,Bangladesh,Dhaka,1000,"35, Eastern Paradise, 3rd floor-302, segunbagicha, dhaka",mseftee,mseftee,"Md. Merazul Islam, Proprietor",,efte.etcl@gmail.com,1711559833,02-8392413,Dhaka,1000,"35, Eastern Paradise, 3rd floor-302, segunbagicha, dhaka","Md. Merazul Islam, Proprietor",,efte.etcl@gmail.com,1711559833,02-8392413,Dhaka,1000,"35, Eastern Paradise, 3rd floor-302, segunbagicha, dhaka","Minul Islam, GM",,efte2021@gmail.com,1713961646,02-8392413,Dhaka,1000,"35, Eastern Paradise, 3rd floor-302, segunbagicha, dhaka"
396,66,"Pabna Cable Vision dot net, Pabna",,private,ISP,pcv.net.pabna@gmail.com,1411111506,1711829860,Not_Found396,NID_Not_Found396,TIN_Not_Found396,TL_Not_Found396,31 Dec 1976,4,Bangladesh,pabna,6600,"Haque Super market, 1st floor, A Hamid Road, Pabna",pabnacable,pabnacable,Md. Mizanur Rahman (Mizu),,pcv.net.pabna@gmail.com,1711829860,0,pabna,6600,"Haque Super market, 1st floor, A Hamid Road, Pabna",Md. Mizanur Rahman (Mizu),,pcv.net.pabna@gmail.com,1711829860,0,pabna,6600,"Haque Super market, 1st floor, A Hamid Road, Pabna",Md. Mizanur Rahman (Mizu),,pcv.net.pabna@gmail.com,1711829860,0,pabna,6600,"Haque Super market, 1st floor, A Hamid Road, Pabna"
397,882,"Pabna Cable Vision dot net, Iswardi",,private,ISP,pcv.net.pabna@gmail.com,1411111507,1711829860,Not_Found397,NID_Not_Found397,TIN_Not_Found397,TL_Not_Found397,31 Dec 1976,4,Bangladesh,pabna,6600,"Iswardi, Pabna",,,Md. Mizanur Rahman (Mizu),,pcv.net.pabna@gmail.com,1711829860,0,pabna,6600,"Iswardi, Pabna",Md. Mizanur Rahman (Mizu),,pcv.net.pabna@gmail.com,1711829860,0,pabna,6600,"Iswardi, Pabna",Md. Mizanur Rahman (Mizu),,pcv.net.pabna@gmail.com,1711829860,0,pabna,6600,"Iswardi, Pabna"
398,96,Lakshmipur Online,,private,ISP,bhuiyanmashum@yahoo.com,1411111508,38155340,Not_Found398,NID_Not_Found398,TIN_Not_Found398,TL_Not_Found398,,4,Bangladesh,Lakshmipur,3700,"Rehan Uddin Bhuiyan Road, Lakshmipur",lakshmipuronline,lakshmipuronline,Md. Haidur Masham Bhuiyen,,bhuiyanmashum@yahoo.com,38155340,0,Lakshmipur,3700,"Rehan Uddin Bhuiyan Road, Lakshmipur",Md. Haidur Masham Bhuiyen,,bhuiyanmashum@yahoo.com,38155340,0,Lakshmipur,3700,"Rehan Uddin Bhuiyan Road, Lakshmipur",Md. Haidur Masham Bhuiyen,,bhuiyanmashum@yahoo.com,38155340,0,Lakshmipur,3700,"Rehan Uddin Bhuiyan Road, Lakshmipur"
399,85,Lights Communication Limited,www.ligitisp.com,private,ISP,lights.communication@gmail.com,1411111509,1673670487,Not_Found399,NID_Not_Found399,TIN_Not_Found399,TL_Not_Found399,19.05.1994,4,Bangladesh,Hobigong,3300,"Flat # 303, Building# 02 Nam Bhaban, Manik Mia Avenue, Dhaka-1207",lightscommunication,lightscommunication,Md. Arif Faysal Khan,,afk.badhan@gmail.com,1673670487,0,Hobigong,3300,"Flat # 303, Building# 02 Nam Bhaban, Manik Mia Avenue, Dhaka-1207",Md. Arif Faysal Khan,,lights.communication@gmail.com,1673670487,0,Hobigong,3300,"Flat # 303, Building# 02 Nam Bhaban, Manik Mia Avenue, Dhaka-1207",Tuhin Talukder,,lights.communication@gmail.com,1771588287,0,Hobigong,3300,"Flat # 303, Building# 02 Nam Bhaban, Manik Mia Avenue, Dhaka-1207"
400,100,S Ahmed Computers and Printers,,private,ISP,sacp2k3@yahoo.com,1411111510,08626-71134,Not_Found400,NID_Not_Found400,TIN_Not_Found400,TL_Not_Found400,2 May 1970,4,Bangladesh,Moulvibazar,3210,"Hotel Mukta (GF), Habiganj Road, Shreemangal",sahmedcomputer,sahmedcomputer,"Md. Abdus Salam, Proprietor and CTO",,sacp2k3@yahoo.com,08626-71134,08626-71135,Moulvibazar,3210,"Hotel Mukta (GF), Habiganj Road, Shreemangal","Md. Abdus Salam, Proprietor and CTO",,sacp2k3@yahoo.com,08626-71134,08626-71135,Moulvibazar,3210,"Hotel Mukta (GF), Habiganj Road, Shreemangal","Md. Abdus Salam, Proprietor and CTO",,sacp2k3@yahoo.com,08626-71134,08626-71135,Moulvibazar,3210,"Hotel Mukta (GF), Habiganj Road, Shreemangal"
